Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
870,60,RL,85.0,9947,Pave,,IR1,Lvl,AllPub,Inside,Sev,Somerst,Norm,Norm,1Fam,2Story,4,-1,1994,1993,Gable,CompShg,HdBoard,VinylSd,BrkFace,248.0,TA,TA,CBlock,,TA,No,GLQ,745,Unf,6,294,1051,GasA,Ex,Y,SBrkr,1055,891,-1,1952,7,-3,1,1,7,9,Gd,3,Typ,-5,Gd,Attchd,1994.0,Fin,6,583,Fa,TA,Y,151,98,6,8,0,-7,,,,-2,4,2011,WD,Normal,236000
871,20,RL,68.0,6604,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,2,1963,1961,Hip,CompShg,VinylSd,HdBoard,None,-9.0,Gd,TA,CBlock,TA,TA,No,Unf,4,Unf,-9,889,888,GasA,TA,Y,SBrkr,886,-8,-5,897,-9,8,2,-8,9,0,Gd,13,Typ,-6,Gd,Detchd,1963.0,Unf,-2,317,TA,TA,Y,1,-10,2,-8,2,-9,,,,-8,9,2008,WD,Normal,109496
872,60,RL,62.0,8748,Pave,,IR1,Low,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,11,3,1997,1997,Gable,CompShg,VinylSd,VinylSd,None,116.0,TA,TA,PConc,TA,TA,No,BLQ,497,Unf,-6,293,800,GasA,Gd,Y,SBrkr,806,880,-1,1673,5,8,10,1,-4,6,Gd,10,Typ,3,Gd,Detchd,1997.0,Fin,-8,528,TA,TA,Y,0,79,5,-2,-2,9,,,,7,15,2011,WD,Partial,200490
873,20,RL,78.0,8887,Pave,,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,11,1954,1995,Gable,CompShg,MetalSd,CmentBd,None,-3.0,TA,TA,PConc,Fa,TA,No,Rec,-7,Unf,-6,114,104,GasA,Ex,Y,SBrkr,917,-7,-8,901,-3,-7,5,-2,9,2,TA,10,Typ,9,,Detchd,1954.0,,5,420,TA,TA,Y,201,-6,147,2,6,3,,,,9,7,2009,WD,Normal,116000
874,40,RL,68.0,12143,Pave,,IR1,Lvl,AllPub,Inside,Mod,Edwards,Artery,Norm,1Fam,1.5Fin,-2,14,1948,1949,Gable,CompShg,MetalSd,VinylSd,None,-1.0,TA,TA,CBlock,Ex,TA,No,GLQ,381,Unf,6,456,827,GasA,Ex,Y,SBrkr,1029,-10,237,1262,8,5,7,-2,10,1,Gd,14,Typ,-4,Gd,Attchd,1950.0,RFn,10,292,TA,TA,Y,-4,36,0,0,-3,-4,,,,-5,15,2008,WD,Normal,132992
875,50,RM,61.0,5718,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,2fmCon,1Story,5,-3,1942,1949,Gable,CompShg,MetalSd,Plywood,BrkCmn,-10.0,TA,TA,CBlock,TA,TA,No,BLQ,-9,BLQ,-6,681,668,GasA,Gd,N,FuseA,671,450,2,1125,-8,6,1,3,-7,-3,Gd,-2,Typ,2,,Detchd,1940.0,Unf,-7,202,TA,TA,Y,32,-7,9,-10,-6,0,,,,9,10,2008,New,Normal,66497
876,60,FV,77.0,9007,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,1Fam,1Story,6,7,2006,2008,Hip,CompShg,VinylSd,Wd Sdng,None,-4.0,TA,TA,PConc,Ex,TA,No,BLQ,67,Unf,3,1125,1176,GasA,Ex,Y,SBrkr,1186,1428,2,2603,8,5,2,9,10,3,TA,3,Typ,-4,,Attchd,2006.0,RFn,10,544,TA,TA,Y,208,367,2,-1,0,-1,,,,3,10,2006,WD,Normal,303468
877,20,RL,95.0,25276,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,TwnhsE,1Story,13,6,1964,1964,Gable,CompShg,HdBoard,VinylSd,None,-3.0,Gd,TA,PConc,Gd,TA,No,ALQ,629,Unf,4,432,1054,GasA,TA,Y,SBrkr,1045,-3,0,1044,9,-1,-9,-1,0,-5,TA,-2,Typ,-6,,Attchd,1962.0,RFn,10,638,TA,TA,N,4,-6,-2,5,-10,-6,,,,-4,8,2006,New,Normal,132257
878,60,RL,73.0,8841,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,2fmCon,1.5Unf,10,-3,2003,2004,Gable,CompShg,VinylSd,MetalSd,None,216.0,TA,TA,CBlock,Gd,TA,No,BLQ,1168,BLQ,-6,298,1454,GasA,Ex,Y,SBrkr,1471,765,-1,2228,-6,3,10,5,0,5,Gd,2,Typ,9,Gd,Attchd,2005.0,Fin,-7,742,TA,TA,Y,191,-1,-9,1,-9,9,,,,-9,0,2010,New,Abnorml,350005
879,85,RL,89.0,11778,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,2Story,-3,5,1962,1996,Gable,CompShg,VinylSd,HdBoard,Stone,-6.0,Gd,TA,PConc,TA,TA,No,GLQ,899,Rec,-9,217,1116,GasA,Ex,Y,SBrkr,1162,6,-7,1157,3,-5,7,7,2,1,Gd,14,Typ,0,Fa,Attchd,1988.0,Fin,3,582,TA,TA,Y,195,-6,1,7,4,2,,,,395,8,2009,WD,Normal,147991
880,20,RL,,6999,Pave,,Reg,HLS,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,2Story,2,-2,1979,2006,Gable,CompShg,Wd Sdng,MetalSd,None,99.0,TA,TA,PConc,Gd,TA,No,ALQ,638,Unf,7,224,866,GasA,Gd,Y,SBrkr,864,9,-4,860,10,2,-1,-9,-4,7,Gd,0,Typ,-5,Gd,Attchd,1977.0,Unf,9,327,Fa,TA,Y,-5,3,0,-7,-9,-8,,,,-10,7,2008,COD,Normal,136505
881,20,RL,57.0,7026,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,13,3,2006,2007,Gable,CompShg,VinylSd,Plywood,BrkFace,-10.0,TA,TA,PConc,TA,TA,Gd,GLQ,986,Unf,-9,113,1090,GasA,Ex,Y,SBrkr,1084,-2,8,1088,5,-2,-7,-9,7,-3,TA,-1,Typ,-1,,Detchd,2004.0,Unf,-1,446,TA,TA,Y,-4,51,-5,-2,4,6,,,,2,-2,2008,WD,Normal,156999
882,50,RL,49.0,13761,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,3,1989,1990,Gable,CompShg,HdBoard,Wd Sdng,None,122.0,Gd,TA,CBlock,TA,TA,No,Unf,895,Unf,-1,251,1159,GasA,Ex,Y,SBrkr,1194,537,1,1714,2,-8,2,3,11,3,Ex,8,Typ,5,Po,Detchd,1991.0,RFn,10,391,TA,TA,Y,162,27,8,1,-9,0,,,,-8,5,2008,WD,Normal,187503
883,60,RL,,9632,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,10,3,1993,1994,Gable,CompShg,Wd Sdng,VinylSd,None,7.0,Gd,TA,CBlock,TA,TA,Av,Unf,7,Unf,6,812,809,GasA,Ex,Y,SBrkr,813,781,-5,1591,7,-9,-2,6,5,-9,Ex,14,Typ,-8,,Attchd,1992.0,Fin,5,398,TA,Po,Y,337,36,8,-5,-5,-3,,,,5,6,2008,WD,Normal,178009
884,75,RL,63.0,6200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,-2,5,1913,1949,Hip,CompShg,WdShing,VinylSd,None,7.0,TA,TA,PConc,Gd,TA,Gd,ALQ,-10,BLQ,6,792,798,GasA,Ex,Y,SBrkr,955,799,487,2238,6,4,2,2,9,-5,TA,8,Typ,-2,TA,Detchd,1998.0,Fin,-3,431,TA,,Y,6,194,2,-4,2,1,,MnPrv,,-10,1,2005,WD,Partial,118507
885,20,RL,67.0,7155,Pave,,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,8,10,1966,1968,Hip,CompShg,VinylSd,Plywood,None,62.0,Gd,TA,BrkTil,TA,TA,Av,GLQ,423,Unf,7,459,901,GasA,Ex,Y,SBrkr,884,3,9,897,8,6,2,4,-1,6,Gd,1,Typ,4,Gd,Attchd,1968.0,Unf,-5,288,TA,TA,Y,5,-3,-8,-6,-5,-3,,,,-7,13,2008,WD,Normal,99997
886,120,FV,59.0,5111,Pave,,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Artery,Norm,1Fam,1.5Fin,15,3,2000,2001,Gable,CompShg,Wd Sdng,Plywood,BrkFace,56.0,Gd,Gd,PConc,Gd,TA,No,Rec,1236,Unf,8,464,1705,Grav,TA,N,SBrkr,1712,0,0,1715,3,9,-4,7,4,3,TA,14,Typ,-9,TA,Attchd,2000.0,RFn,-1,500,TA,TA,Y,101,67,4,5,-7,-6,,,,7,3,2009,WD,Normal,328905
887,90,RL,61.0,8397,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,TwnhsE,1.5Fin,0,-5,1960,2006,Gable,CompShg,VinylSd,MetalSd,None,131.0,TA,TA,PConc,TA,TA,No,Unf,529,Unf,1,1095,1633,GasA,Ex,Y,FuseF,1710,-4,-8,1709,-7,-1,6,-1,8,4,Gd,8,Typ,2,,Detchd,2004.0,Unf,6,596,TA,TA,Y,262,55,4,1,6,2,,,,0,0,2007,WD,Normal,144999
888,50,RL,61.0,16474,Pave,,Reg,Lvl,AllPub,CulDSac,Mod,BrkSide,RRAe,Norm,2fmCon,1Story,-1,1,1954,1954,Hip,CompShg,HdBoard,VinylSd,BrkFace,-3.0,TA,TA,CBlock,Gd,TA,No,Unf,3,Unf,6,808,814,GasA,Gd,Y,SBrkr,870,530,6,1391,4,8,-5,-7,-3,5,Gd,14,Typ,6,,Attchd,1956.0,Unf,-6,306,TA,TA,Y,128,3,-4,-6,257,-8,,,,-6,12,2007,WD,Normal,135502
889,20,RL,93.0,15857,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1Story,13,10,1971,1971,Gable,CompShg,Stucco,VinylSd,None,1.0,TA,TA,BrkTil,Ex,TA,Av,ALQ,355,Unf,828,1044,2211,GasA,Ex,Y,SBrkr,2219,-3,-1,2219,7,-6,10,-6,11,-6,TA,9,Typ,-7,,Attchd,1971.0,Unf,10,613,TA,TA,P,75,202,0,4,233,0,,MnPrv,,7,17,2008,WD,Abnorml,268007
890,20,RL,131.0,12161,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,-2,-6,1954,1954,Gable,CompShg,Wd Sdng,MetalSd,None,95.0,Gd,TA,CBlock,Gd,TA,Gd,BLQ,1020,Unf,-10,476,1510,GasA,TA,N,SBrkr,1511,0,-10,1502,3,-9,-6,7,-1,1,TA,7,Typ,-5,TA,Detchd,1954.0,Unf,9,502,TA,TA,Y,-6,-9,-8,165,-6,8,,,,6,-8,2010,WD,Normal,149499
891,50,RL,55.0,8069,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,OldTown,Norm,Norm,1Fam,1Story,-4,-2,1950,2007,Gable,CompShg,Plywood,Wd Sdng,BrkCmn,1.0,TA,TA,PConc,TA,TA,No,Unf,3,Unf,-2,679,670,GasA,Fa,Y,SBrkr,671,254,-6,915,-9,1,2,-10,2,9,TA,10,Typ,9,,Attchd,2002.0,RFn,11,577,TA,TA,Y,-2,-5,8,-7,1,-5,,,,1992,16,2008,WD,Normal,122899
892,60,RL,71.0,11186,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,1,-4,1977,1979,Gable,CompShg,Stucco,MetalSd,None,97.0,Gd,TA,PConc,Gd,TA,No,Unf,221,Unf,491,198,914,GasA,TA,Y,SBrkr,917,764,5,1690,0,-9,4,5,9,-6,TA,0,Typ,3,Gd,Attchd,1979.0,RFn,2,434,TA,TA,Y,237,2,-1,1,9,-4,,,,9,13,2010,WD,Normal,172503
893,20,RL,79.0,8413,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,11,4,1964,2002,Gable,CompShg,WdShing,VinylSd,None,-7.0,Ex,TA,CBlock,TA,TA,No,BLQ,659,Rec,2,398,1067,GasA,TA,Y,SBrkr,1064,-10,-9,1066,0,0,-8,-10,6,-9,TA,-3,Typ,2,,Attchd,1964.0,Unf,0,260,TA,,Y,183,6,-6,8,3,-3,,MnPrv,,1,10,2007,WD,Normal,154491
894,20,RL,,13284,Pave,,Reg,Bnk,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,13,1953,1953,Gable,CompShg,HdBoard,VinylSd,BrkFace,5.0,TA,Gd,PConc,Gd,TA,No,GLQ,1072,Rec,-10,320,1380,GasA,Ex,Y,SBrkr,1381,-4,-9,1391,1,-5,10,0,3,7,Gd,6,Typ,-4,,BuiltIn,1953.0,Unf,7,354,TA,TA,Y,504,116,-8,2,-4,-5,,,,-8,15,2007,Oth,Normal,165004
895,90,RL,63.0,7019,Pave,,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,-1,1978,1980,Gable,CompShg,VinylSd,Wd Shng,BrkFace,-10.0,TA,TA,PConc,Gd,TA,Av,ALQ,-8,Unf,-3,5,-7,GasA,TA,N,SBrkr,1529,0,3,1533,8,7,2,8,2,9,TA,15,Typ,-10,TA,Detchd,1980.0,Unf,5,406,TA,,Y,-6,-6,6,-2,-7,-10,,,,-8,11,2010,WD,Normal,118855
896,60,RL,63.0,7047,Pave,,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,3,10,1964,1964,Gable,CompShg,MetalSd,VinylSd,BrkFace,416.0,TA,Gd,PConc,Gd,TA,Gd,Unf,397,Unf,5,370,788,GasA,TA,Y,SBrkr,979,807,-4,1791,-6,-5,-4,-8,12,-6,TA,2,Typ,6,,Attchd,1964.0,RFn,3,474,,TA,Y,3,48,-4,7,7,2,,,,1,9,2007,WD,Normal,139994
897,30,RM,51.0,8768,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,Duplex,2Story,6,-2,1935,1949,Gable,CompShg,VinylSd,VinylSd,BrkFace,2.0,TA,TA,CBlock,Gd,,No,GLQ,293,Unf,-10,659,950,GasA,Ex,Y,SBrkr,948,-10,-8,960,-9,3,-8,8,0,10,TA,-1,Typ,-6,,Attchd,1937.0,Unf,2,328,TA,Ex,N,-8,19,-5,2,-6,-8,,,,9,-1,2007,WD,Normal,106498
898,90,RL,73.0,7024,Pave,,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,12,1980,1978,Gable,CompShg,MetalSd,VinylSd,BrkFace,-8.0,Gd,TA,CBlock,Ex,TA,No,ALQ,-5,Unf,3,-10,-10,GasA,Ex,Y,SBrkr,1110,1113,1,2232,8,-7,4,-8,-1,0,Gd,7,Min1,9,,Detchd,1978.0,Unf,-2,530,TA,TA,Y,144,-1,-9,8,-3,-1,,,,4,1,2010,WD,Partial,142956
899,20,RL,103.0,12910,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,-5,2010,2011,Gable,CompShg,VinylSd,Wd Sdng,None,762.0,TA,TA,BrkTil,TA,Gd,Av,Rec,2186,Unf,-2,145,2322,GasA,TA,Y,SBrkr,2370,5,-4,2364,-7,-8,10,-2,1,-4,TA,6,Typ,6,,Attchd,2010.0,RFn,-4,821,TA,TA,N,1,66,-1,-9,8,-3,,,,9,-4,2011,WD,Normal,611658
900,20,RL,59.0,6986,Pave,,IR1,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,2fmCon,1.5Fin,10,-3,1960,1995,Gable,CompShg,HdBoard,HdBoard,BrkCmn,4.0,TA,TA,CBlock,TA,,,Unf,462,Unf,1,453,906,GasA,TA,Y,SBrkr,1231,6,6,1227,-1,6,9,4,12,4,TA,14,Min1,-7,TA,Attchd,1962.0,Fin,-9,294,TA,TA,Y,-1,9,1,9,-6,-6,,,,-6,14,2007,New,Normal,135004
901,20,RL,,7340,Pave,,IR1,HLS,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,13,12,1970,1972,Gable,CompShg,Stucco,Plywood,BrkFace,-3.0,TA,TA,PConc,Gd,TA,No,LwQ,318,Unf,-4,542,860,GasA,TA,Y,SBrkr,857,4,1,865,4,5,-9,8,6,-1,TA,0,Typ,0,Gd,Attchd,1978.0,Unf,9,679,TA,TA,Y,-1,-3,3,7,4,7,,,,6,9,2008,WD,Normal,109996
902,20,RL,68.0,8718,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,1Fam,1.5Fin,-5,4,1958,2001,Hip,CompShg,VinylSd,Wd Sdng,Stone,1.0,TA,TA,PConc,TA,TA,No,Unf,868,Unf,-8,141,982,GasA,Ex,Y,SBrkr,1303,-3,5,1299,-3,-9,-5,-9,11,-3,Gd,8,Typ,-5,,Detchd,1967.0,Unf,-3,761,TA,TA,Y,-8,3,1,-2,8,-5,,,,-8,1,2010,WD,Normal,153005
903,60,RL,68.0,7875,Pave,,Reg,Bnk,AllPub,Inside,Gtl,NAmes,PosN,Norm,TwnhsE,1.5Fin,0,1,2004,2004,Gable,CompShg,Stucco,VinylSd,None,-10.0,Gd,Gd,CBlock,TA,TA,Gd,ALQ,9,Unf,-5,783,783,GasA,Ex,Y,SBrkr,808,697,-7,1501,9,-3,11,-9,10,-2,TA,-2,Typ,-8,,Detchd,2002.0,Unf,2,397,TA,TA,Y,-3,81,4,-7,-2,9,,,,-9,-2,2007,WD,Normal,180009
904,20,RL,44.0,14853,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,7,10,2007,2005,Gable,CompShg,MetalSd,Wd Sdng,BrkFace,23.0,Gd,TA,BrkTil,TA,TA,No,BLQ,3,,-4,1662,1673,GasA,TA,Y,SBrkr,1670,0,4,1678,0,-2,8,1,-3,10,TA,15,Typ,5,Gd,Attchd,2005.0,Unf,-1,691,TA,TA,Y,150,68,3,2,2,-6,,MnWw,,9,10,2007,WD,Normal,239995
905,20,RL,,6181,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,0,1966,1968,Gable,CompShg,HdBoard,Wd Sdng,None,71.0,TA,TA,PConc,TA,TA,Mn,Unf,602,Unf,1,276,878,GasA,Gd,Y,SBrkr,911,-1,7,896,2,-2,-1,-9,3,-5,Gd,0,Typ,-4,Gd,Detchd,1966.0,Fin,-5,290,Fa,TA,Y,-10,3,9,-5,5,8,,,,-2,3,2008,WD,Normal,125494
906,20,RL,82.0,9914,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,1,10,1953,1953,Gable,CompShg,VinylSd,VinylSd,None,115.0,TA,TA,PConc,Gd,TA,No,GLQ,359,Unf,289,412,1061,GasA,Ex,Y,SBrkr,1055,0,-9,1053,0,9,-5,4,1,-1,Gd,11,Typ,-9,Gd,Detchd,1953.0,RFn,-3,279,TA,Fa,Y,6,-8,157,-9,0,-3,,,,7,10,2009,WD,Normal,127992
907,20,RL,120.0,13504,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,8,4,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,215.0,TA,TA,CBlock,TA,TA,No,Unf,63,Unf,3,1566,1622,GasA,Ex,Y,SBrkr,1642,-6,-2,1642,1,8,7,-4,1,-5,TA,12,Typ,-1,,Attchd,2005.0,RFn,6,859,TA,TA,Y,8,69,3,5,-9,-9,,,,3,15,2008,WD,Abnorml,255009
908,50,RL,93.0,11491,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,NAmes,Artery,Norm,1Fam,2Story,-3,13,1935,1988,Hip,CompShg,Wd Sdng,Plywood,BrkFace,2.0,Ex,Gd,CBlock,Ex,TA,Gd,GLQ,225,Unf,-10,795,1012,GasA,TA,Y,SBrkr,1013,1037,2,2049,-1,4,-1,-7,9,8,Gd,12,Typ,10,,Detchd,1935.0,Unf,1,177,TA,TA,Y,1,-1,4,-5,322,-1,,,,-5,9,2007,New,Normal,250000
909,20,RL,,8878,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,2,2,1984,1984,Gable,CompShg,HdBoard,Wd Sdng,Stone,2.0,Gd,TA,BrkTil,TA,TA,No,Unf,310,Unf,332,248,855,GasA,Gd,Y,SBrkr,899,-3,-4,906,7,-4,-5,0,9,-4,Gd,2,Typ,-2,,Attchd,1982.0,Fin,-4,477,TA,TA,Y,158,4,-8,-8,4,-2,,MnPrv,,-7,7,2007,WD,Normal,130994
910,60,RL,149.0,12581,Pave,,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,4,2006,2006,Gable,CompShg,VinylSd,HdBoard,BrkFace,2.0,TA,TA,PConc,TA,TA,No,GLQ,-9,Unf,9,735,732,GasA,Ex,Y,SBrkr,732,735,4,1477,-3,-9,0,7,-6,9,TA,13,Typ,-9,TA,Attchd,2006.0,Fin,4,394,TA,TA,Y,30,31,-9,-10,-6,-1,,,,-6,5,2008,New,Partial,173993
911,90,RL,78.0,11592,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,5,1961,1959,Gable,CompShg,Wd Sdng,VinylSd,BrkFace,357.0,TA,TA,PConc,TA,TA,,BLQ,438,,-2,669,1109,GasA,Gd,Y,SBrkr,1113,1171,4,2275,2,3,11,-6,10,-6,Gd,12,Typ,6,,Attchd,1961.0,RFn,1,488,TA,TA,Y,-7,-10,2,-1,3,8,,,,9,2,2009,WD,Normal,154301
912,20,RL,,9276,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,SLvl,-1,-3,1978,1988,Gable,CompShg,Wd Sdng,Plywood,BrkFace,3.0,TA,TA,PConc,Ex,TA,Av,Unf,198,Unf,-7,1075,1275,GasA,Ex,Y,SBrkr,1268,2,9,1258,-3,5,-6,1,-6,-3,Ex,14,Typ,0,,Detchd,1977.0,Unf,10,246,TA,TA,Y,166,-4,3,0,0,4,,,,-9,8,2010,WD,Normal,143504
913,30,RM,41.0,6110,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,-3,14,1924,1951,Gable,CompShg,VinylSd,HdBoard,None,-1.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,-7,277,762,GasA,Ex,Y,SBrkr,1014,0,9,1005,-1,6,-2,-2,10,-2,TA,10,Typ,-5,TA,,1924.0,RFn,0,454,TA,TA,Y,4,3,116,-5,115,1,,,,620,10,2005,WD,Normal,88000
914,90,RH,90.0,6270,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,-3,-2,1948,1949,Gable,CompShg,Plywood,Stucco,BrkFace,-2.0,TA,TA,CBlock,Gd,TA,No,ALQ,290,Unf,6,716,994,GasA,Fa,Y,FuseA,1008,997,-1,2006,-2,0,-4,5,4,5,Gd,-1,Min1,9,,Attchd,1948.0,Fin,-3,880,TA,TA,Y,2,9,-3,9,-1,-10,,,,7,-2,2006,WD,Abnorml,144992
915,160,FV,27.0,3005,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,13,7,2010,2010,Gable,CompShg,VinylSd,VinylSd,None,66.0,Gd,TA,CBlock,TA,TA,No,Unf,290,Unf,1,322,610,GasA,TA,Y,SBrkr,606,607,5,1228,9,-8,10,-4,11,1,Gd,13,Typ,4,Gd,Attchd,2010.0,RFn,-3,530,TA,TA,Y,-7,225,6,-3,5,-10,,,,-10,14,2008,WD,Normal,173735
916,160,RM,20.0,2001,Pave,,Reg,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,11,2,1969,1971,Gable,CompShg,HdBoard,VinylSd,None,87.0,Gd,TA,CBlock,TA,TA,No,BLQ,-9,Unf,-10,549,549,GasA,TA,Y,SBrkr,542,550,-5,1091,2,0,10,-4,7,-7,Ex,15,Mod,-5,TA,Detchd,1971.0,Unf,8,290,TA,TA,Y,-8,9,7,-8,4,8,,,,3,-3,2006,WD,Normal,74998
917,20,C (all),46.0,9006,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,TwnhsE,1.5Fin,0,-4,1948,1949,Hip,CompShg,Wd Sdng,Wd Shng,None,-9.0,Gd,TA,CBlock,Gd,Gd,Gd,Unf,40,Unf,1,426,488,GasA,TA,Y,SBrkr,471,2,-6,487,2,2,-9,-2,2,4,Gd,3,Typ,-5,,Attchd,1959.0,RFn,4,315,TA,TA,Y,4,-3,-4,0,9,-4,,,,0,5,2007,WD,Family,35315
918,20,RL,,17139,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1Story,-6,9,1957,1957,Gable,CompShg,Stucco,HdBoard,None,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,1058,Unf,6,68,1136,GasA,TA,Y,SBrkr,1229,-5,-4,1225,-1,9,2,-9,-4,4,Gd,9,Typ,6,Gd,Attchd,1955.0,Fin,-2,292,TA,TA,Y,-9,7,-4,5,-3,1,,,,-7,6,2010,WD,Normal,135008
919,60,RL,94.0,13134,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,12,11,1990,1992,Gable,CompShg,MetalSd,Plywood,None,-3.0,Gd,Gd,CBlock,TA,TA,No,LwQ,57,ALQ,636,426,1096,GasA,Ex,Y,SBrkr,911,1215,-6,2117,5,4,7,-4,-1,-4,Gd,3,Typ,2,TA,Attchd,1992.0,RFn,12,834,TA,TA,Y,64,196,231,6,9,-5,,,,8,16,2008,WD,Alloca,238006
920,20,RL,79.0,11034,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,14,15,1957,2001,Gable,CompShg,MetalSd,Wd Shng,None,-6.0,TA,TA,PConc,Gd,TA,No,Unf,519,Unf,404,251,1185,Grav,Gd,Y,SBrkr,1415,8,6,1406,-1,-9,4,0,-6,3,TA,5,Typ,4,,BuiltIn,1989.0,RFn,6,605,Ex,TA,Y,7,41,5,-7,186,6,,,,8,11,2007,WD,Normal,176499
